,地级市,地级市编号,年份,年份编号,,省份,省份年份,2001~2008的分区,2009~2018的分区,地理区位,清运量,无害化处理量,卫生填埋量,焚烧量,堆肥量,简易填埋量,有机组分,灰分,纸类,塑料,织物,木竹,金属,玻璃,其他,有机组分C,灰分C,纸类C,塑料C,织物C,竹木C,玻璃C,金属C,其他C,有机组分N,灰分N,纸类N,塑料N,织物N,竹木N,玻璃N,金属N,其他N,有机组分K,灰分K,纸类K,塑料K,织物K,竹木K,玻璃K,金属K,其他K,有机组分P,灰分P,纸类P,塑料P,织物P,竹木P,玻璃P,金属P,其他P,卫生填埋CH4氧化因子,简易填埋CH4氧化因子,卫生填埋CH4修正因子（MCF）,简易填埋CH4修正因子（MCF）,卫生填埋CH4收集率%,简易填埋CH4收集率%,纸类/织物k,竹木k,园林和公园废弃物k,食物垃圾k,食物垃圾DOCf,木材DOCf,纸张DOCf,织物DOCf,园林废物DOCf,纸类DOC（%）,竹木DOC（%）,织物DOC（%）,食物垃圾DOC（%）,卫生填埋垃圾渗滤液量（立方米/吨垃圾）,简易填埋垃圾渗滤液量（立方米/吨垃圾）,卫生填埋垃圾渗滤液COD（克/立方米）,简易填埋垃圾渗滤液COD（克/立方米）,卫生填埋垃圾渗滤液NH4-N（克/立方米）,简易填埋垃圾渗滤液NH4-N（克/立方米）,卫生填埋垃圾渗滤液总磷（克/立方米）,简易填埋垃圾渗滤液总磷（克/立方米）,卫生填埋垃圾渗滤液TN（克/立方米）,简易填埋垃圾渗滤液TN（克/立方米）,填埋垃圾渗滤液K（克/立方米）,灰渣有机碳
2409,金昌,123,2020,20,金昌2020,Gansu,Gansu2020,干旱半干旱区,干旱半干旱区,Northwest,6.3867,6.3867,6.3867,0,0,0,0.443053559,0.204020753,0.116201726,0.137145763,0.026450746,0.033385007,0.00690889,0.015939917,0.01689364,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
2429,金华,124,2020,20,金华2020,Zhejiang,Zhejiang2020,强降雨区,湿润 I 区,East,167.147399,167.147399,54.650904,112.496495,0,0,0.490833013,0.185603366,0.11862588,0.140838115,0.018389775,0.014058473,0.006967116,0.016074225,0.008610037,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
2449,锦州,125,2020,20,锦州2020,Liaoning,Liaoning2020,半湿润区,半湿润区,Northeast,45.6561,40.9561,40.9561,0,0,4.7,0.464470252,0.237815752,0.107713425,0.132624664,0.018514712,0.014158251,0.007017366,0.016189571,0.001496006,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
2469,晋城,126,2020,20,晋城2020,Shanxi,Shanxi2020,半湿润区,半湿润区,North,23.847154,23.847154,23.847154,0,0,0,0.460004336,0.234859016,0.112065652,0.135627899,0.018513412,0.014158265,0.007016797,0.016188433,0.00156619,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
2489,晋中,127,2020,20,晋中2020,Shanxi,Shanxi2020,半湿润区,干旱半干旱区,North,33.308087,33.308055,23.186155,10.1219,0,0.000032,0.448585365,0.254152696,0.110862142,0.128997187,0.018514274,0.014156116,0.007017697,0.016189094,0.001525429,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
2509,荆门,128,2020,20,荆门2020,Hubei,Hubei2020,湿润区,湿润 I 区,Central,35.968041,35.968041,21.728041,14.24,0,0,0.501602019,0.154330073,0.121172382,0.139202429,0.018284921,0.025886899,0.006910482,0.015943588,0.016667206,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,921.73,4.93
2529,荆州,129,2020,20,荆州2020,Hubei,Hubei2020,湿润区,湿润 I 区,Central,64.752225,64.752225,25.538925,39.2133,0,0,0.471166132,0.196952652,0.120794756,0.139757749,0.018247456,0.013952464,0.006913325,0.015950103,0.016265363,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,921.73,4.93
2549,景德镇,130,2020,20,景德镇2020,Jiangxi,Jiangxi2020,强降雨区,湿润 II 区,East,33.505217,33.505217,9.8628,23.642417,0,0,0.452629847,0.237233676,0.110623236,0.139686892,0.018468612,0.014122587,0.006998937,0.016147534,0.004088679,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,657.74,4.93
2569,九江,131,2020,20,九江2020,Jiangxi,Jiangxi2020,强降雨区,湿润 I 区,East,43.911291,43.911291,43.911291,0,0,0,0.544504518,0.122661485,0.120642211,0.14151623,0.019842358,0.013983025,0.006929698,0.015987927,0.013932548,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,657.74,4.93
2589,酒泉,132,2020,20,酒泉2020,Gansu,Gansu2020,干旱半干旱区,干旱半干旱区,Northwest,24.6678,24.6678,24.6678,0,0,0,0.406401846,0.256137622,0.115568787,0.130912536,0.017860626,0.033385318,0.006910173,0.015940089,0.016883003,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
2609,喀什地区,133,2020,20,喀什地区2020,Xinjiang,Xinjiang2020,干旱半干旱区,干旱半干旱区,Northwest,18.72,18.34,18.34,0,0,0.38,0.484096661,0.155136484,0.127265728,0.13709094,0.023282702,0.033385005,0.006908901,0.015939916,0.016893664,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
2629,开封,134,2020,20,开封2020,Henan,Henan2020,半湿润区,半湿润区,Central,42.373752,42.373752,0,42.373752,0,0,0.488484983,0.1750116,0.125687004,0.139288404,0.018269404,0.013947268,0.006912018,0.015947073,0.016452246,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
2633,可克达拉,135,2020,20,可克达拉2020,Xinjiang,Xinjiang2020,干旱半干旱区,干旱半干旱区,Northwest,0.4592,0.4592,0.4592,0,0,0,0.484096661,0.155136484,0.127265728,0.13709094,0.023282702,0.033385005,0.006908901,0.015939916,0.016893664,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
2653,克拉玛依,136,2020,20,克拉玛依2020,Xinjiang,Xinjiang2020,干旱半干旱区,干旱半干旱区,Northwest,16.753678,16.753678,15.777634,0,0.976044,0,0.564046517,0.063202558,0.124248293,0.135926346,0.039448558,0.033384997,0.006908885,0.015939911,0.016893934,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
2673,克孜勒苏柯尔克孜自治州,137,2020,20,克孜勒苏柯尔克孜自治州2020,Xinjiang,Xinjiang2020,干旱半干旱区,干旱半干旱区,Northwest,4.2708,4.1,4.1,0,0,0.1708,0.484096661,0.155136484,0.127265728,0.13709094,0.023282702,0.033385005,0.006908901,0.015939916,0.016893664,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
2693,昆明,138,2020,20,昆明2020,Yunnan,Yunnan2020,湿润区,湿润 I 区,Southwest,221.509803,221.509753,15.720341,205.789412,0,0.00005,0.521939127,0.121041334,0.127379464,0.138346293,0.018169102,0.033385106,0.00690891,0.015939964,0.016890699,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
2698,昆玉,139,2020,20,昆玉2020,Xinjiang,Xinjiang2020,干旱半干旱区,干旱半干旱区,Northwest,0.7081,0.7081,0.7081,0,0,0,0.484096661,0.155136484,0.127265728,0.13709094,0.023282702,0.033385005,0.006908901,0.015939916,0.016893664,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
2718,拉萨,140,2020,20,拉萨2020,Xizang,Xizang2020,干旱半干旱区,半湿润区,Southwest,35.606959,35.605459,15.927391,19.678068,0,0.0015,0.423996142,0.239292806,0.109924791,0.135819655,0.01786241,0.033383455,0.006909078,0.015940277,0.016871384,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.07,0.05,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
2738,来宾,141,2020,20,来宾2020,Guangxi,Guangxi2020,强降雨区,湿润 I 区,South,25.3784,25.3784,0,25.3784,0,0,0.445508563,0.230600081,0.113978848,0.139303739,0.018265351,0.013988178,0.00691891,0.015962944,0.015473387,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,1658.4,4.93
6737,莱芜,142,2020,20,莱芜2020,Shandong,Shandong2020,半湿润区,半湿润区,East,36.70795715,36.70787813,0,32.73257165,3.975306483,0,0.492349592,0.183780922,0.118697516,0.140892631,0.018387538,0.014055792,0.006965787,0.016071161,0.008799061,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
2776,兰州,143,2020,20,兰州2020,Gansu,Gansu2020,干旱半干旱区,干旱半干旱区,Northwest,105.322814,105.322814,9.295254,80.822376,15.205184,0,0.458773815,0.182021524,0.127615094,0.136520312,0.021941924,0.033385011,0.006908919,0.015939919,0.01689348,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
2796,廊坊,144,2020,20,廊坊2020,Hebei,Hebei2020,半湿润区,半湿润区,North,59.420556,59.420556,7.7,51.720556,0,0,0.507239778,0.177687664,0.11578367,0.141562284,0.018512724,0.01415417,0.007014539,0.016183645,0.001861526,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
2816,乐山,145,2020,20,乐山2020,Sichuan,Sichuan2020,湿润区,湿润 I 区,Southwest,41.580693,41.58069,12.620015,24.775175,4.1855,0.000003,0.451527802,0.199558379,0.120792028,0.13714305,0.017870328,0.033385458,0.00690905,0.01594024,0.016873664,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
2832,丽江,146,2020,20,丽江2020,Yunnan,Yunnan2020,湿润区,湿润 I 区,Southwest,15.937967,15.937967,15.937967,0,0,0,0.418270713,0.242286108,0.113828875,0.134768416,0.017858497,0.033353093,0.006909839,0.015941715,0.016782744,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
2852,丽水,147,2020,20,丽水2020,Zhejiang,Zhejiang2020,强降雨区,湿润 I 区,East,26.8256,26.8256,26.8256,0,0,0,0.458810009,0.228785853,0.111387571,0.140430588,0.018457868,0.014111238,0.006993287,0.016134557,0.004889029,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
2872,连云港,148,2020,20,连云港2020,Jiangsu,Jiangsu2020,湿润区,湿润 I 区,East,72.577129,72.577129,17.7769,50.17315,4.627079,0,0.596303316,0.052150645,0.126369525,0.139801177,0.032202065,0.013965885,0.006912737,0.015948798,0.016345851,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
2892,凉山彝族自治州,149,2020,20,凉山彝族自治州2020,Sichuan,Sichuan2020,湿润区,湿润 I 区,Southwest,24.644166,24.644166,6.1377,18.506466,0,0,0.550237974,0.085763646,0.129739845,0.137282895,0.025390484,0.031851463,0.006908975,0.015940062,0.016884656,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
2912,辽阳,150,2020,20,辽阳2020,Liaoning,Liaoning2020,半湿润区,半湿润区,Northeast,52.5324,52.5324,52.5324,0,0,0,0.467871955,0.232704017,0.108050754,0.133996517,0.018514697,0.014158831,0.007017292,0.016189565,0.001496373,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
2932,辽源,151,2020,20,辽源2020,Jilin,Jilin2020,半湿润区,半湿润区,Northeast,14.434888,14.434888,0,14.434888,0,0,0.448148466,0.276766901,0.09669418,0.121057785,0.018515557,0.014114192,0.007018778,0.016189595,0.001494547,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
2952,聊城,152,2020,20,聊城2020,Shandong,Shandong2020,半湿润区,半湿润区,East,46.804131,46.804131,0,42.059576,4.744555,0,0.491680106,0.182404215,0.12316649,0.139202031,0.01839929,0.014066751,0.006971249,0.016083692,0.008026177,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
2958,林芝,153,2020,20,林芝2020,Xizang,Xizang2020,干旱半干旱区,半湿润区,Southwest,3.6892,3.6892,3.6892,0,0,0,0.42102023,0.24497412,0.107445744,0.135602225,0.017863676,0.033384664,0.006909171,0.015940467,0.016859704,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.07,0.05,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
2973,临沧,154,2020,20,临沧2020,Yunnan,Yunnan2020,湿润区,湿润 I 区,Southwest,7.243,7.243,7.243,0,0,0,0.414773986,0.268870322,0.092896189,0.132552027,0.017858304,0.0333784,0.006909534,0.015941108,0.016820129,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
2993,临汾,155,2020,20,临汾2020,Shanxi,Shanxi2020,半湿润区,半湿润区,North,32.8357,32.8357,32.8357,0,0,0,0.72605147,0.018565589,0.156189099,0.001124847,0.040093713,0.033930772,0.007021831,0.000130134,0.016892543,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
