Prefecture-level city (Chinese),Prefecture-level city,Prefecture-level city code,Year,Year Code,Province,Geographical region,generation (wt),harmless treatment (wt),Sanitary landfill (wt),Incineration (wt),Compost (wt),Dump (wt),Organic fractions,Ash and stone,Paper,Plastic and Rubber,Textile,Wood,Metal,Glass,Others,Carbon content of Organic Fractions,Carbon content of Ash and Stone,Carbon content of Paper,Carbon content of Plastic and Rubber,Carbon content of Textile,Carbon content of Wood,Carbon content of Glass,Carbon content of Metal,Carbon content of Others,Methane oxidation factor of Sanitary landfills,Methane oxidation factor of Dump,Methane correction factor of Sanitary landfills (MCF),Methane correction factor of Dumps (MCF),Methane collection rate of Sanitayr landfills (%),Methane collection rate of Dumps (%),Methane production rate coefficient of Paper/Textile (k),Methane production rate coefficient of Wood (k),Methane production rate coefficient of Garden waste (k),Methane production rate coefficient of Organic fractions (k),Decomposable biodegradable organic carbon of Organic fractions (DOCf),Decomposable biodegradable organic carbon of Wood (DOCf),Decomposable biodegradable organic carbon of Paper (DOCf),Decomposable biodegradable organic carbon of Textile (DOCf),Decomposable biodegradable organic carbon of Garden waste (DOCf),Degradable organic carbon of Paper (DOC(%)),Degradable organic carbon of Wood (DOC(%)),Degradable organic carbon of Textile (DOC(%)),Degradable organic carbon of Organic fractions (DOC(%)),The generation of leachate in Sanitary landfills (m3/t waste),The generation of leachate in Dumps (m3/t waste),COD concentrations of leachate in Sanitary landfills (g/m3),COD concentrations of leachate in Dumps (g/m3),2001~2008的分区,2009~2018的分区
呼和浩特,Huhehaote,99,2020,20,Neimenggu ,North,74.502149,74.502149,0,74.502149,0,0,0.535057525,0.143998271,0.12132016,0.141573386,0.018502958,0.014149252,0.007012099,0.016178022,0.002208327,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2001,1,Neimenggu ,North,79.3,0,0,0,0,79.3,0.357342295,0.548418027,0.029227233,0.029732526,0.014677396,0.0000361,0.003643411,0.01516409,0.001758948,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,12000,8000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2002,2,Neimenggu ,North,80.3,0,0,0,0,80.3,0.343096628,0.559653454,0.029551247,0.03070881,0.016192102,0.0000128,0.004126481,0.014899893,0.001758603,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,12000,8000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2003,3,Neimenggu ,North,82.7,0,0,0,0,82.7,0.336292146,0.556636972,0.030559982,0.035588257,0.017903321,0.0000237,0.006478611,0.01475845,0.00175853,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,12000,8000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2004,4,Neimenggu ,North,44.4,0,0,0,0,44.4,0.342691429,0.537097689,0.032882776,0.044722285,0.018990007,0.000282069,0.006863702,0.014711405,0.001758639,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,12000,8000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2005,5,Neimenggu ,North,46,0,0,0,0,46,0.35480301,0.50280611,0.036098216,0.059830654,0.019263017,0.002831693,0.007906708,0.014701612,0.00175898,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,12000,8000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2006,6,Neimenggu ,North,48,0,0,0,0,48,0.389700762,0.409031199,0.038058708,0.103676389,0.019064183,0.011601812,0.012405639,0.014700405,0.001760904,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,12000,8000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2007,7,Neimenggu ,North,57.09,0,0,0,0,57.09,0.360425709,0.44541546,0.042419145,0.094035089,0.019099217,0.009988188,0.01215484,0.014700392,0.00176196,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,12000,8000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2008,8,Neimenggu ,North,62.1,5.27,5.27,0,0,56.83,0.363942742,0.424717536,0.046862753,0.107037691,0.019105305,0.011418785,0.010448309,0.014700319,0.001766559,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,12000,8000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2009,9,Neimenggu ,North,62.8,28.6,28.6,0,0,34.2,0.348602188,0.429194932,0.051832623,0.114473525,0.019136545,0.011653357,0.008629359,0.01470016,0.00177731,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2010,10,Neimenggu ,North,31.97,19.62,19.62,0,0,12.35,0.393872234,0.365237095,0.058609802,0.126831695,0.019145575,0.012450457,0.007349693,0.014699772,0.001803677,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2011,11,Neimenggu ,North,34.5,22.13,22.13,0,0,12.37,0.430395529,0.315636648,0.065993047,0.1331107,0.019157419,0.012540809,0.006595878,0.014698778,0.001871193,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2012,12,Neimenggu ,North,61.89,56.71,56.71,0,0,5.18,0.489506263,0.235524439,0.084387379,0.135892546,0.019160666,0.012558182,0.006315988,0.014697514,0.001957024,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2013,13,Neimenggu ,North,40.69,34.27,34.27,0,0,6.42,0.547636667,0.169370749,0.089112523,0.139073235,0.019158551,0.012559081,0.005957639,0.014690384,0.002441171,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2014,14,Neimenggu ,North,34.75,32.45,32.45,0,0,2.3,0.557166187,0.14183388,0.10612323,0.139580407,0.019148432,0.012552677,0.005859802,0.014681359,0.003054026,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2015,15,Neimenggu ,North,40.18,38.93,38.93,0,0,1.25,0.547394934,0.129524274,0.127166735,0.139742794,0.019130541,0.01254107,0.005796252,0.014666891,0.004036509,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2016,16,Neimenggu ,North,44.6,44.1,44.1,0,0,0.5,0.499919812,0.122805434,0.181118537,0.139495502,0.019120394,0.012534549,0.005777991,0.014659053,0.004568728,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2017,17,Neimenggu ,North,46.49,46.13,46.13,0,0,0.36,0.365979176,0.11795657,0.321749528,0.13809918,0.01912928,0.012540097,0.005804927,0.014666325,0.004074918,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2018,18,Neimenggu ,North,45.362153,45.132401,45.132401,0,0,0.229752,0.348410806,0.098331698,0.356535798,0.138832489,0.019095353,0.012518142,0.005744393,0.01463957,0.005891752,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2019,19,Neimenggu ,North,46.588293,46.371941,46.371941,0,0,0.216352,0.460726016,0.242701184,0.100991431,0.138144867,0.018514927,0.01415847,0.007016775,0.01618857,0.00155776,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,Arid and semi-arid,Arid and semi-arid
呼伦贝尔,Hulun Buir,100,2020,20,Neimenggu ,North,45.763243,45.573349,45.573349,0,0,0.189894,0.459978592,0.237022559,0.106439454,0.139106069,0.018513974,0.014158213,0.007016597,0.01618827,0.001576272,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,Arid and semi-arid,Arid and semi-arid
葫芦岛,Huludao,101,2001,1,Liaoning,Northeast,28,15,15,0,0,13,0.451443432,0.341409286,0.03464177,0.082511655,0.018441589,0.031548254,0.009494205,0.028751692,0.001758118,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,11500,8000,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2002,2,Liaoning,Northeast,28,0,0,0,0,28,0.449118383,0.358848352,0.035057053,0.086377757,0.018836385,0.013101944,0.008157422,0.028744643,0.001758062,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,11500,8000,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2003,3,Liaoning,Northeast,26,0,0,0,0,26,0.446109723,0.354934106,0.035803395,0.0953351,0.018895067,0.011985876,0.006625096,0.028553597,0.001758041,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,11500,8000,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2004,4,Liaoning,Northeast,24,0,0,0,0,24,0.458191797,0.324175884,0.038170691,0.112909915,0.018921788,0.012411879,0.006034584,0.027425408,0.001758054,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,11500,8000,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2005,5,Liaoning,Northeast,20.5,0,0,0,0,20.5,0.451879039,0.337642344,0.038711742,0.115058157,0.019120518,0.012334593,0.007575054,0.01592047,0.001758083,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,11500,8000,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2006,6,Liaoning,Northeast,22.5,0,0,0,0,22.5,0.46014836,0.316721796,0.040853963,0.123007182,0.019068507,0.012424069,0.01123571,0.014782234,0.001758181,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,11500,8000,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2007,7,Liaoning,Northeast,18.12,0,0,0,0,18.12,0.495113546,0.270354143,0.046432413,0.128864221,0.019068873,0.012493062,0.010989861,0.014925523,0.001758357,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,11500,8000,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2008,8,Liaoning,Northeast,26.26,0,0,0,0,26.26,0.468491078,0.298626808,0.04573797,0.129421827,0.019099311,0.012488635,0.009675141,0.014700541,0.00175869,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,11500,8000,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2009,9,Liaoning,Northeast,29.71,0,0,0,0,29.71,0.466197486,0.296854737,0.051611494,0.128162272,0.019110085,0.012486299,0.009118259,0.014700443,0.001758925,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2010,10,Liaoning,Northeast,25.92,0,0,0,0,25.92,0.5246323,0.22579407,0.05872231,0.13531174,0.019143273,0.012546115,0.00738903,0.014700434,0.001760728,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2011,11,Liaoning,Northeast,25.86,0,0,0,0,25.86,0.536246421,0.201308098,0.07202988,0.135101495,0.019147653,0.012549792,0.007154678,0.01470043,0.001761555,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2012,12,Liaoning,Northeast,30.43,0,0,0,0,30.43,0.532379659,0.190512792,0.086410226,0.135795214,0.01915595,0.012555722,0.006725893,0.014700355,0.001764189,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2013,13,Liaoning,Northeast,30.33,0,0,0,0,30.33,0.523550445,0.177485371,0.107841058,0.136519329,0.019161965,0.012560248,0.006412293,0.014700283,0.001769008,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2014,14,Liaoning,Northeast,29.43,21.03,13,0,8.03,8.4,0.538634419,0.146844201,0.126262264,0.134006899,0.01916914,0.012555973,0.006051557,0.014700189,0.001775356,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2015,15,Liaoning,Northeast,33.85,25.25,25.25,0,0,8.6,0.510411383,0.135577009,0.16497192,0.134868102,0.019170732,0.012560389,0.005953094,0.014700012,0.001787358,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2016,16,Liaoning,Northeast,26.43,25.6,17,0,8.6,0.83,0.426302773,0.129908596,0.257328088,0.132312782,0.019171175,0.012546046,0.005938438,0.014699942,0.00179216,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2017,17,Liaoning,Northeast,27.18,27.18,27.18,0,0,0,0.315302295,0.139293879,0.366157631,0.125321944,0.019175691,0.012322687,0.005928679,0.014699865,0.001797328,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2018,18,Liaoning,Northeast,24.425,24.425,24.425,0,0,0,0.291718536,0.110085746,0.414232083,0.129908631,0.019173038,0.012498718,0.005851823,0.014699354,0.001832072,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2019,19,Liaoning,Northeast,33.3575,33.3575,33.3575,0,0,0,0.475577941,0.227951184,0.105195994,0.133898238,0.018514711,0.014158883,0.007017357,0.016189569,0.001496124,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,Semi-wet,Semi-wet
葫芦岛,Huludao,101,2020,20,Liaoning,Northeast,32,32,32,0,0,0,0.47240442,0.226338622,0.108467705,0.135411754,0.018514689,0.014159128,0.007017227,0.016189557,0.001496899,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,Semi-wet,Semi-wet
湖州,Huzhou,102,2001,1,Zhejiang,East,14.9,14.9,14.9,0,0,0,0.435751552,0.38540717,0.039486504,0.083364762,0.018501979,0.009918081,0.011101928,0.01470145,0.001766573,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅰ
湖州,Huzhou,102,2002,2,Zhejiang,East,15.3,15.3,15.3,0,0,0,0.433361053,0.38290783,0.039873188,0.085663032,0.018873839,0.010122038,0.012727042,0.014700571,0.001771407,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅰ
湖州,Huzhou,102,2003,3,Zhejiang,East,23.9,23.9,23.9,0,0,0,0.515164871,0.261585786,0.051215733,0.111452378,0.01935936,0.012367024,0.012331935,0.014738848,0.001784066,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅰ
湖州,Huzhou,102,2004,4,Zhejiang,East,23.2,5.18,5.18,0,0,18.02,0.521168099,0.242305442,0.052731598,0.125983948,0.01960084,0.012494593,0.00916698,0.014699189,0.00184931,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅰ
湖州,Huzhou,102,2005,5,Zhejiang,East,24,20.5,20.5,0,0,3.5,0.471336538,0.317081891,0.046183945,0.107617642,0.019202966,0.012081546,0.009966629,0.014699394,0.001829449,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅰ
湖州,Huzhou,102,2006,6,Zhejiang,East,21.6,17.6,17.6,0,0,4,0.482061325,0.302689495,0.04848765,0.109874332,0.019175631,0.01218807,0.008953162,0.014698773,0.001871563,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅰ
湖州,Huzhou,102,2007,7,Zhejiang,East,22.5,19.5,19.5,0,0,3,0.601157466,0.140390261,0.07178367,0.130704423,0.01919182,0.012542531,0.007483706,0.014718708,0.002027413,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅰ
湖州,Huzhou,102,2008,8,Zhejiang,East,26.74,26.74,7.09,19.65,0,0,0.604989411,0.130597314,0.075498877,0.133368472,0.019187032,0.012548907,0.006814766,0.01469407,0.002301151,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅰ
湖州,Huzhou,102,2009,9,Zhejiang,East,26.52,26.52,0,26.52,0,0,0.60508011,0.125785977,0.078881756,0.134664253,0.019172034,0.012548477,0.006444077,0.014686115,0.002737201,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,Heavy rainfall,Wet Ⅰ
湖州,Huzhou,102,2010,10,Zhejiang,East,28.18,28.18,0,0,0,0,0.605324844,0.118558049,0.083740315,0.136234363,0.019154032,0.012541424,0.006156722,0.014673073,0.003617178,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,Heavy rainfall,Wet Ⅰ
湖州,Huzhou,102,2011,11,Zhejiang,East,29.59,29.59,0,29.59,0,0,0.605695313,0.109302425,0.089756166,0.13772108,0.019124199,0.012523284,0.005944507,0.014648513,0.005284514,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,Heavy rainfall,Wet Ⅰ
湖州,Huzhou,102,2012,12,Zhejiang,East,33.57,33.57,0,33.57,0,0,0.602002562,0.10500374,0.09587433,0.138185036,0.019089917,0.012504538,0.005841352,0.014625113,0.006873412,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,Heavy rainfall,Wet Ⅰ
湖州,Huzhou,102,2013,13,Zhejiang,East,41.02,41.02,0,41.02,0,0,0.597031037,0.101073853,0.103078537,0.138536952,0.019058902,0.012486651,0.005770292,0.014603213,0.008360563,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,Heavy rainfall,Wet Ⅰ
湖州,Huzhou,102,2014,14,Zhejiang,East,41.1,41.1,0,41.1,0,0,0.589543016,0.098100377,0.112415683,0.138747343,0.01903701,0.01247449,0.005727402,0.014588403,0.009366274,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,Heavy rainfall,Wet Ⅰ
